"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"FC","2024-04-21","90.2","-2.19","5.46","Judge, Aaron",592450,541640,,"foul",,,,,1,"Aaron Judge called out on strikes.","R","R","R","NYY","TB","S",,,1,1,2024,"-0.07","1.21","-0.52","3.43",,,,1,6,"Bot",,,,,,,4.322283935149283,-131.36809534036988,-1.6928975332380005,-1.678360146448092,26.80043924776797,-18.029989471938773,"4.08","1.88",212,"73.2",24,"90.8",2358,"6.5",745759,666163,668853,678554,670623,676609,680700,668227,642708,"53.96",,,,,,,,55,3,"Cutter",5,1,5,1,1,5,5,1,"Infield shade","Standard",192,"0","-0.039","69.1","6.8",,"0.039","88.0",4,4,"0.952","0.952",34,32,34,32,1,3,,1,5,1,"1.58","0.07","0.07","37.5"
"FC","2024-04-21","90.3","-2.23","5.59","Judge, Aaron",592450,541640,,"ball",,,,,2,"Aaron Judge called out on strikes.","R","R","R","NYY","TB","B",,,0,1,2024,"0.12","1.03","-0.08","3.88",,,,1,6,"Bot",,,,,,,5.138146089309151,-131.51025866480794,-0.5130976291521965,0.32371972782383013,26.986286302529795,-20.327349710482647,"3.82","1.86",,,,"91",2320,"6.6",745759,666163,668853,678554,670623,676609,680700,668227,642708,"53.91",,,,,,,,55,2,"Cutter",5,1,5,1,1,5,5,1,"Infield shade","Standard",192,"0","0.015",,,,"-0.015",,4,4,"0.952","0.952",34,32,34,32,1,3,,1,5,1,"1.76","-0.12","-0.12","39.8"
"SI","2024-04-21","92.6","-2.29","5.32","Judge, Aaron",592450,541640,,"foul",,,,,8,"Aaron Judge called out on strikes.","R","R","R","NYY","TB","S",,,0,0,2024,"-1.26","0.69","-0.23","2.45",,,,1,6,"Bot",,,,,,,8.038389132238974,-134.6568551650593,-3.082923428852817,-16.991757772013305,27.406339917309467,-23.274429720770524,"4.08","1.88",263,"92.9",51,"93.2",2204,"6.5",745759,666163,668853,678554,670623,676609,680700,668227,642708,"53.96",,,,,,,,55,1,"Sinker",5,1,5,1,1,5,5,1,"Standard","Standard",224,"0","-0.023","81.3","7.7",,"0.023","92.9",4,4,"0.952","0.952",34,32,34,32,1,3,,1,5,1,"1.96","1.26","1.26","32.1"
"ST","2024-04-20","82.4","-2.51","5.81","Judge, Aaron",592450,621107,"strikeout","swinging_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",2,,1,2,2024,"1.1","0.43","0.81","2.35",,665742,,2,6,"Bot",,,,,,,5.4607973015528355,-119.89499014461204,-2.13266350956381,9.39654727154754,25.224161821351885,-27.797757546665636,"4.08","1.88",,,,"82.9",2518,"6.8",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.66",,0,"0",1,0,0,,44,4,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",70,"-0.054","-0.236","79.0","8.7",,"0.236",,0,0,"0.554","0.554",30,32,30,32,3,2,5,1,6,1,"2.95","-1.1","-1.1","28.3"
"SI","2024-04-20","92.2","-2.31","5.9","Judge, Aaron",592450,621107,,"swinging_strike",,,,,13,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,1,1,2024,"-1.5","0.17","-1.32","2.39",,665742,,2,6,"Bot",,,,,,,5.829640906156657,-134.06515576411743,-3.451016062817742,-19.369939962171003,30.803365522001286,-29.51385666413248,"4.08","1.88",,,,"92.7",2105,"6.7",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.76",,,,,,,,44,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",230,"0","-0.066","75.0","7.2",,"0.066",,0,0,"0.554","0.554",30,32,30,32,3,2,5,1,6,1,"2.53","1.5","1.5","28.4"
"CU","2024-04-20","81.4","-2.26","5.99","Judge, Aaron",592450,621107,,"blocked_ball",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","B",,,0,1,2024,"0.94","-0.7","0.7","1.23",,665742,,2,6,"Bot",,,,,,,4.854489133073003,-118.43993256686826,-2.75483013246248,7.934904568001095,22.928150455238303,-38.406065595612986,"3.95","1.87",,,,"82",2545,"6.7",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.78",,,,,,,,44,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",61,"0","0.013",,,,"-0.013",,0,0,"0.554","0.554",30,32,30,32,3,2,5,1,6,1,"4.14","-0.94","-0.94","29.0"
"FC","2024-04-20","89.4","-2.23","6.01","Judge, Aaron",592450,621107,,"foul_tip",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,0,2024,"0.17","0.79","0.4","2.45",,665742,,2,6,"Bot",,,,,,,6.158876332900778,-130.24746377406177,-4.556556254752512,0.8216511700161655,23.13484589807406,-22.391930650999925,"4.08","1.88",,,,"90.6",2163,"6.6",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.9",,,,,,,,44,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",201,"0","-0.045","79.4","8.6",,"0.045",,0,0,"0.554","0.554",30,32,30,32,3,2,5,1,6,1,"2.02","-0.17","-0.17","30.0"
"CU","2024-04-20","79.4","-2.3","6.03","Judge, Aaron",592450,621107,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",2,,3,2,2024,"0.8","-0.74","0.51","1.22",,,,0,4,"Bot",,,,,,,4.677536435238341,-115.51355049125559,-2.373158764670969,6.260098005791297,21.9573348633746,-38.520664396514206,"4.08","1.88",,,,"79.9",2510,"6.7",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.81",,0,"0",1,0,0,,25,6,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",63,"-0.027","-0.299","72.3","9.4",,"0.299",,0,0,"0.559","0.559",30,32,30,32,2,1,5,1,6,1,"4.36","-0.8","-0.8","30.7"
"SI","2024-04-20","92.7","-2.15","5.86","Judge, Aaron",592450,621107,,"ball",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","B",,,2,2,2024,"-1.27","0.51","1.79","1.82",,,,0,4,"Bot",,,,,,,12.899657922225177,-134.334248538738,-5.652597180811121,-18.192454704174153,28.52815756003131,-24.833679977189924,"4","1.89",,,,"93",2151,"6.7",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.83",,,,,,,,25,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",232,"0","0.096",,,,"-0.096",,0,0,"0.559","0.559",30,32,30,32,2,1,5,1,6,1,"2.16","1.27","1.27","28.6"
"CU","2024-04-20","79.6","-2.17","6.05","Judge, Aaron",592450,621107,,"ball",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","B",,,1,2,2024,"1.06","-0.84","0.57","0.98",,,,0,4,"Bot",,,,,,,4.049780005070349,-115.85946043546731,-2.75411402613581,8.654464621647953,23.263127702253858,-39.40844762537409,"4.08","1.87",,,,"79.7",2568,"6.5",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.99",,,,,,,,25,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",62,"0","0.036",,,,"-0.036",,0,0,"0.559","0.559",30,32,30,32,2,1,5,1,6,1,"4.46","-1.06","-1.06","32.0"
"CU","2024-04-20","80.4","-2.27","5.97","Judge, Aaron",592450,621107,,"ball",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","B",,,0,2,2024,"0.77","-0.56","1.29","0.76",,,,0,4,"Bot",,,,,,,6.474615167810293,-117.00335171922183,-3.8386997637124143,5.868486752227532,21.295005491629365,-36.83781246037189,"4.07","1.86",,,,"81",2531,"6.6",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.9",,,,,,,,25,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",61,"0","0.021",,,,"-0.021",,0,0,"0.559","0.559",30,32,30,32,2,1,5,1,6,1,"4.08","-0.77","-0.77","29.1"
"FC","2024-04-20","87.9","-2.38","5.9","Judge, Aaron",592450,621107,,"swinging_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,1,2024,"0.29","0.66","0.64","2.09",,,,0,4,"Bot",,,,,,,6.764041813949688,-128.01066409287412,-4.5934688839919815,2.0840341395979194,22.353001862407975,-24.21541632295987,"4.08","1.88",,,,"89",2223,"6.6",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.94",,,,,,,,25,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",203,"0","-0.049","79.1","8.8",,"0.049",,0,0,"0.559","0.559",30,32,30,32,2,1,5,1,6,1,"2.25","-0.29","-0.29","28.0"
"ST","2024-04-20","78.9","-2.4","6.01","Judge, Aaron",592450,621107,,"swinging_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,0,2024,"1.07","0.05","0.5","2.34",,,,0,4,"Bot",,,,,,,4.3375746578081396,-114.92615459304227,-1.3317965921154837,8.78646196978809,19.982018738433663,-31.704403123964116,"4.08","1.88",,,,"79.5",2362,"6.5",745760,650907,650490,678554,670623,676609,668227,642350,642708,"54.02",,,,,,,,25,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",70,"0","-0.033","76.8","9.3",,"0.033",,0,0,"0.559","0.559",30,32,30,32,2,1,5,1,6,1,"3.59","-1.07","-1.07","24.6"
"CU","2024-04-20","79.4","-2.35","6.05","Judge, Aaron",592450,621107,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",2,,1,2,2024,"1.4","-0.72","0.25","1.25",,,665742,1,1,"Bot",,,,,,,3.0785984389201575,-115.57812431420489,-2.360426553762492,11.852565512522537,23.383521077773008,-38.31058747048985,"4.08","1.88",,,,"79.6",2573,"6.6",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.91",,0,"0",1,0,0,,6,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",61,"-0.028","-0.214","72.8","9.1",,"0.214",,0,0,"0.55","0.55",30,32,30,32,1,0,5,1,6,1,"4.35","-1.4","-1.4","30.0"
"SI","2024-04-20","92.3","-2.25","5.94","Judge, Aaron",592450,621107,,"called_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,1,1,2024,"-1.28","0.31","0.53","2.46",,,665742,1,1,"Bot",,,,,,,9.959998654572772,-133.92849928079502,-3.6508424072924965,-17.708561626314037,32.57017453423298,-27.747886535275825,"4.08","1.83",,,,"92.5",2210,"6.8",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.68",,,,,,,,6,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",224,"0","-0.069",,,,"0.069",,0,0,"0.55","0.55",30,32,30,32,1,0,5,1,6,1,"2.41","1.28","1.28","29.0"
"ST","2024-04-20","81","-2.49","5.91","Judge, Aaron",592450,621107,,"called_strike",,,,,7,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,1,0,2024,"1.08","0.1","-0.62","1.93",,,665742,1,1,"Bot",,,,,,,2.101285569568509,-117.90122852533445,-2.340477651651214,9.516935276301195,25.9943049310206,-30.97200665753289,"4.08","1.87",,,,"80.9",2482,"6.6",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.91",,,,,,,,6,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",75,"0","-0.056",,,,"0.056",,0,0,"0.55","0.55",30,32,30,32,1,0,5,1,6,1,"3.42","-1.08","-1.08","24.3"
"SI","2024-04-20","91.4","-2.49","5.87","Judge, Aaron",592450,621107,,"ball",,,,,13,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","B",,,0,0,2024,"-1.57","0.39","-1.76","2.12",,,665742,1,1,"Bot",,,,,,,5.282562184880241,-132.89232082039197,-4.375621976802354,-19.671129201485567,32.09584548604512,-26.729864283453285,"4.09","1.91",,,,"91.7",2121,"6.8",745760,650907,650490,678554,670623,676609,668227,642350,642708,"53.7",,,,,,,,6,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0","0.043",,,,"-0.043",,0,0,"0.55","0.55",30,32,30,32,1,0,5,1,6,1,"2.37","1.57","1.57","31.4"
"SL","2024-04-20","85.5","-1.19","6.45","Judge, Aaron",592450,592094,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",2,,0,2,2024,"0.31","-0.3","1.45","1.53",,,,1,9,"Bot",,,,,,,5.611866215764189,-124.36349948670873,-4.709688951730971,2.011057850606059,25.654478544550724,-34.47578665317809,"4.08","1.88",,,,"85.7",2694,"6.5",745760,666163,650490,678554,670623,676609,668227,642350,642708,"54.02",,0,"0",1,0,0,,63,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",31,"-0.044","-0.102","60.7","9.5",,"0.102",,0,0,"0.577","0.577",32,32,33,32,1,3,4,1,4,1,"3.42","-0.31","-0.31","38.2"
"ST","2024-04-20","80.7","-1.68","5.91","Judge, Aaron",592450,592094,,"foul",,,,,4,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,2,2024,"1.66","-0.14","-0.31","3.18",,,,1,9,"Bot",,,,,,,-0.11686450512001723,-117.50743728687637,0.9072401210579335,15.305233841466999,23.568124952181172,-33.914746869745954,"4.08","1.88",172,"77.9",66,"81.3",2720,"6.8",745760,666163,650490,678554,670623,676609,668227,642350,642708,"53.69",,,,,,,,63,3,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",55,"0","0","75.6","7.5",,"0","88.0",0,0,"0.577","0.577",32,32,33,32,1,3,4,1,4,1,"3.66","-1.66","-1.66","24.4"
"SL","2024-04-20","86.5","-1.23","6.3","Judge, Aaron",592450,592094,,"swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,1,2024,"0.44","-0.55","1.44","1.19",,,,1,9,"Bot",,,,,,,5.514334906520857,-125.86357449888564,-4.945047980116453,3.6841994631589357,23.32471831475835,-37.302095594946074,"4.08","1.88",,,,"87.4",2797,"6.7",745760,666163,650490,678554,670623,676609,668227,642350,642708,"53.81",,,,,,,,63,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",40,"0","-0.036",,,,"0.036",,0,0,"0.577","0.577",32,32,33,32,1,3,4,1,4,1,"3.57","-0.44","-0.44","37.7"
"SL","2024-04-20","87.4","-1.19","6.28","Judge, Aaron",592450,592094,,"swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,0,2024,"0.29","-0.18","1.34","1.81",,,,1,9,"Bot",,,,,,,5.564808736494342,-127.15073276909357,-4.305653153452126,1.9986107728644713,25.547457849724488,-33.426754578556405,"4.08","1.88",,,,"88.2",2688,"6.8",745760,666163,650490,678554,670623,676609,668227,642350,642708,"53.72",,,,,,,,63,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",52,"0","-0.023",,,,"0.023",,0,0,"0.577","0.577",32,32,33,32,1,3,4,1,4,1,"3.16","-0.29","-0.29","35.9"
"FC","2024-04-19","83.6","1.27","5.75","Judge, Aaron",592450,641302,"field_out","hit_into_play",,,,,4,"Aaron Judge flies out sharply to right fielder Amed Rosario.","R","R","L","NYY","TB","X",9,"fly_ball",1,0,2024,"-0.36","0.98","-0.38","3.1",,665828,,2,3,"Bot",167.48,71.56,,,,,-3.0999604608954625,-121.72479719122272,-1.5582916430464735,-2.9159500577888657,26.160571234660846,-22.358650678686054,"4.07","1.87",332,"105.1",44,"83.3",2394,"6.2",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.26",0.183,0.346,"0",1,0,0,5,24,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",194,"-0.038","-0.349","78.8","7.6",0.671,"0.349","105.1",0,0,"0.538","0.538",29,32,30,32,2,1,5,2,5,1,"2.3","-0.36","0.36","37.1"
"CH","2024-04-19","81.2","1.27","5.8","Judge, Aaron",592450,641302,,"ball",,,,,14,"Aaron Judge flies out sharply to right fielder Amed Rosario.","R","R","L","NYY","TB","B",,,0,0,2024,"1.68","1.07","1.11","1.1",,665828,,2,3,"Bot",,,,,,,-3.5725794550701178,-118.09746029351501,-5.8712351439158414,16.326447124355496,24.877224524672364,-21.199492776514184,"4.11","1.92",,,,"80.8",1592,"6.3",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.21",,,,,,,,24,1,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",130,"0","0.016",,,,"-0.016",,0,0,"0.538","0.538",29,32,30,32,2,1,5,2,5,1,"2.42","1.68","-1.68","39.6"
"ST","2024-04-19","77.2","-0.16","6.4","Judge, Aaron",592450,606965,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",2,,0,2,2024,"1.1","-0.27","0.54","1.66",,,,1,7,"Bot",,,,,,,-0.521959887107886,-112.38953787531041,-2.5983154704597595,9.385750624721734,21.56230640432957,-34.217192373651336,"4.07","1.87",,,,"77.1",2226,"6.3",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.17",,0,"0",1,0,0,,58,4,"Sweeper",5,1,5,1,1,5,5,1,"Infield shade","Standard",53,"-0.002","-0.102","71.1","9.0",,"0.102",,4,4,"0.971","0.971",33,32,34,32,1,3,2,2,3,1,"4.11","-1.1","-1.1","43.9"
"CH","2024-04-19","82.5","0","6.44","Judge, Aaron",592450,606965,,"foul",,,,,8,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,2,2024,"-1.31","0.21","0.19","2.51",,,,1,7,"Bot",,,,,,,2.998225549046157,-119.98207177032239,-2.738399186443362,-13.206450568511501,26.394730007105252,-29.760185961578568,"4.07","1.87",2,"57.6",-45,"82.4",1729,"6.5",745758,666163,650490,678554,670623,676609,680700,668227,642708,"53.96",,,,,,,,58,3,"Changeup",5,1,5,1,1,5,5,1,"Infield shade","Standard",233,"0","0",,,,"0","88.0",4,4,"0.971","0.971",33,32,34,32,1,3,2,2,3,1,"3.18","1.31","1.31","44.7"
"FC","2024-04-19","84.5","-0.18","6.4","Judge, Aaron",592450,606965,,"called_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,1,2024,"0.43","0.5","0.7","2.07",,,,1,7,"Bot",,,,,,,1.203730154987857,-123.14001279921536,-4.786348948542233,4.114641204946921,23.65018768918839,-26.35504833393213,"4.13","1.91",,,,"85.1",2228,"6.5",745758,666163,650490,678554,670623,676609,680700,668227,642708,"53.99",,,,,,,,58,2,"Cutter",5,1,5,1,1,5,5,1,"Infield shade","Standard",165,"0","-0.036",,,,"0.036",,4,4,"0.971","0.971",33,32,34,32,1,3,2,2,3,1,"2.67","-0.43","-0.43","41.6"
"CH","2024-04-19","82.2","-0.03","6.48","Judge, Aaron",592450,606965,,"called_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TB","S",,,0,0,2024,"-1.18","0.14","0.91","1.98",,,,1,7,"Bot",,,,,,,4.447892947765492,-119.56391934449725,-3.8962980728357044,-12.161690462585048,24.70202632436829,-30.222159954796425,"4.12","1.88",,,,"82.4",1584,"6.6",745758,666163,650490,678554,670623,676609,680700,668227,642708,"53.87",,,,,,,,58,1,"Changeup",5,1,5,1,1,5,5,1,"Infield shade","Standard",232,"0","-0.023",,,,"0.023",,4,4,"0.971","0.971",33,32,34,32,1,3,2,2,3,1,"3.25","1.18","1.18","47.3"
"SI","2024-04-19","89.8","1.32","5.72","Judge, Aaron",592450,641302,"walk","ball",,,,,13,"Aaron Judge walks.","R","R","L","NYY","TB","B",,,3,2,2024,"1.56","1.18","-0.85","1.86",,,,2,1,"Bot",,,,,,,-8.666170494141824,-130.27828004439556,-5.997922755921357,19.59867636367535,29.00420696899331,-17.666000704996957,"4.08","1.91",,,,"89.5",2193,"6.4",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.1",,0.689131,"0.7",1,0,0,,7,7,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",146,"0.012","0.103",,,,"-0.103",,0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"1.68","1.56","-1.56","37.4"
"FC","2024-04-19","82.6","1.32","5.73","Judge, Aaron",592450,641302,,"foul",,,,,8,"Aaron Judge walks.","R","R","L","NYY","TB","S",,,3,2,2024,"-0.27","0.45","0.03","2.32",,,,2,1,"Bot",,,,,,,-2.411313516466131,-120.32590924520404,-2.2038213517930507,-2.2220327061530867,21.03076230991832,-27.599608655515503,"4.07","1.87",154,"60.5",33,"82.8",2285,"6.1",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.38",,,,,,,,7,6,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",190,"0","0","71.3","7.3",,"0","88.0",0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"2.86","-0.27","0.27","37.9"
"FC","2024-04-19","83.9","1.35","5.82","Judge, Aaron",592450,641302,,"called_strike",,,,,4,"Aaron Judge walks.","R","R","L","NYY","TB","S",,,3,1,2024,"-0.14","0.48","-0.8","2.98",,,,2,1,"Bot",,,,,,,-4.660098933020655,-122.0715736983435,-1.090023355915161,-0.42055225739791374,25.142738653697908,-27.35402187868549,"4.11","1.9",,,,"83.2",2348,"5.9",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.56",,,,,,,,7,5,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",186,"0","-0.034",,,,"0.034",,0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"2.77","-0.14","0.14","38.0"
"SI","2024-04-19","88.3","1.41","5.77","Judge, Aaron",592450,641302,,"called_strike",,,,,6,"Aaron Judge walks.","R","R","L","NYY","TB","S",,,3,0,2024,"1.23","1.14","0.44","3.06",,,,2,1,"Bot",,,,,,,-4.918381085923271,-128.44266476517916,-2.8249831626368653,14.677067578124731,29.600221048390882,-19.187018861239196,"4.11","1.91",,,,"87.6",2168,"6.2",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.34",,,,,,,,7,4,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",142,"0","-0.022",,,,"0.022",,0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"1.81","1.23","-1.23","37.7"
"FC","2024-04-19","84.5","1.33","5.8","Judge, Aaron",592450,641302,,"ball",,,,,14,"Aaron Judge walks.","R","R","L","NYY","TB","B",,,2,0,2024,"-0.21","0.72","1.15","2.29",,,,2,1,"Bot",,,,,,,0.004349717242214876,-123.02923581682722,-3.2349220752772765,-2.124126074329706,24.72055228441945,-24.477799942843166,"4.09","1.88",,,,"84.4",2306,"6.2",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.3",,,,,,,,7,3,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",176,"0","0.042",,,,"-0.042",,0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"2.48","-0.21","0.21","37.0"
"ST","2024-04-19","76.1","1.5","5.85","Judge, Aaron",592450,641302,,"ball",,,,,12,"Aaron Judge walks.","R","R","L","NYY","TB","B",,,1,0,2024,"-0.91","0.54","1.57","3.19",,,,2,1,"Bot",,,,,,,1.777597620784056,-110.81591042037353,0.5604284652640807,-7.8059632374338035,21.836677133623862,-28.131943421180367,"4.05","1.91",,,,"75.4",2462,"6",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.51",,,,,,,,7,2,"Sweeper",0,0,0,0,0,0,0,0,"Infield shade","Standard",277,"0","0.026",,,,"-0.026",,0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"3.43","-0.91","0.91","38.3"
"FC","2024-04-19","84.9","1.4","5.75","Judge, Aaron",592450,641302,,"ball",,,,,14,"Aaron Judge walks.","R","R","L","NYY","TB","B",,,0,0,2024,"0.18","1.02","1.08","1.35",,,,2,1,"Bot",,,,,,,-1.1226225511934371,-123.6810201169571,-6.063502956145903,2.10928423089064,23.152001221110993,-20.731754022371078,"4.13","1.96",,,,"85",2266,"6.1",745758,666163,650490,678554,670623,676609,680700,668227,642708,"54.35",,,,,,,,7,1,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",159,"0","0.015",,,,"-0.015",,0,0,"0.51","0.51",29,32,30,32,1,0,5,2,5,1,"2.12","0.18","-0.18","37.1"
"SI","2024-04-19","93.6","-1.9","5.81","Judge, Aaron",592450,542888,"single","hit_into_play",,,,,13,"Aaron Judge singles on a line drive to left fielder Richie Palacios.","R","R","R","NYY","TB","X",7,"line_drive",1,1,2024,"-1.23","0.97","-1.17","2.81",,,,1,6,"Bot",100.86,91.45,,,,,4.629157976960115,-136.178506768592,-4.12047697043283,-16.34794589401707,31.340450913908438,-19.42191541995668,"4.07","1.87",195,"87.1",17,"93.9",2185,"6.6",745758,666163,650490,678554,670623,676609,680700,668227,642708,"53.94",0.911,0.865,"0.9",1,1,0,4,46,3,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",216,"0.045","0.274","72.1","7.2",1.057,"-0.274","88.0",-1,-1,"0.347","0.347",33,32,34,32,1,2,2,2,5,1,"1.64","1.23","1.23","36.8"
"FC","2024-04-19","90.4","-1.72","5.93","Judge, Aaron",592450,542888,,"ball",,,,,14,"Aaron Judge singles on a line drive to left fielder Richie Palacios.","R","R","R","NYY","TB","B",,,0,1,2024,"0.5","0.82","1.85","1.77",,,,1,6,"Bot",,,,,,,7.841184480652777,-131.40924696433737,-6.198713062257909,4.177677196265584,27.113241310219955,-21.4886980677866,"4.13","1.91",,,,"90.8",2577,"6.5",745758,666163,650490,678554,670623,676609,680700,668227,642708,"53.97",,,,,,,,46,2,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",189,"0","0.015",,,,"-0.015",,-1,-1,"0.347","0.347",33,32,34,32,1,2,2,2,5,1,"1.96","-0.5","-0.5","40.2"
